Project Address,Project Details,Description,Image URL
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_2c4a33ffbd854226987f90a4d777fb92~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_f1c2eb4b185f4287a93bfa32dff6566e~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_2e55fda19da740aab4d253aab3111626~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_70a80006ff964976abdb627b5ea986fd~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_2b99534e3b5a41c18b3ae5916fb3fa4b~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_6c4b83c46d5b417fa19cf240995e4f46~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_ac420b28db904e1485241f862f9ed7b0~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_3fd2355bc3014bf5bc495b612e223e56~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_c480fcb19c61463bb639f4a1b032eb3c~mv2.png
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_663718f7767c4e73ae27f727f621a53a~mv2.png
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_4c941bc393f540f69378e3a650ad9b98~mv2.png
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_ca2fca27df2140b8aba6d70ccd45b2e9~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_209e74343afe4c188d4acb5640bffa2e~mv2.jpg
1745 Waterloo St,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A Unique Gem of a building in the heart of Philadelphia. This Fully Custom property was designed, and built completely by B2B2 Builders. Dryvit Stucco and custom sized windows, with real wood custom door and entry facade. Fully customized interior including amenities such as built-in Speakers, washer and Dryer, and much more.",https://static.wixstatic.com/media/dc69ab_689131f1aaab476dbcacb8958ee34853~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_783e73794a7448b1adedcc422906629d~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_82514fb7b6834ec19794f4c1b4a1d14a~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_d7c7d114ef894e8db7a70068f9338245~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_60fb0b953c294e8b8b17346db2606b98~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_1f6fea2029114ed89291fe0aa1b703c4~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_90227c6029b54101a093f81b05c8fee8~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_8cbad5dd09ad409d81da43fc9a0fdfb9~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_bcd4e5eaf94d496a97fc5d6df4ffb0d9~mv2.webp
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_d5317729264444cf942d9f416ba25970~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_a5668c4739114920b068b25eb52170db~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_b15929ca459d491a98da67cbabf28491~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_da6f00a1830d4833bc4dc04c129184ac~mv2.webp
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_8acbed2e08d44ada9f5cbb456b37f989~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_fc3604b02a7e4baf9e7e5c31bc9f7390~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_ca412e54fc314edca6a694917923e69a~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_17881e96a9c24dfca8bb4fdd00fce440~mv2.jpg
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_f17ee8dd729743e0a250b76917ae4053~mv2.webp
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_a711604113b64991b4ddc4a5cc0131ca~mv2.webp
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_c5985b5368004a2480dda375e54a0987~mv2.webp
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_6f506834b8b542b695fcf527ed88602f~mv2.webp
2172 Firth St,Property Rehab | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"Property Rehab fully Designed and built by B2B2 Builders in the Fishtown/ New Kensington area of Philadelphia. Unique and stand out Exterior, with a very beautiful and unique interior.",https://static.wixstatic.com/media/dc69ab_a52eb5d99b78488bb53d2a5277845aab~mv2.webp
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_f0f2c5b4b264485cb8651cadbb1cd684~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_635a04e5a5f14eb8bac5c24e3844729b~mv2.png
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_dfb2ab77dbe24f198039a1bb3dc2a099~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_80934035ea134bf9869f5e990e469498~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_f6435494717f4cebbace1670dc926941~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_1875d5efdb47455ca6782d9962702fac~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_1002c95c22bc4664b455e2ae4b82b2c8~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_f9d0590d83d648c881e341d573d75fbf~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_99189bfbe24c4ebfa6347994214d5eab~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_3fe0f99cfe9a4f28a1a61e699e0abd91~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_feb92d25afb249f09fc7d46aca2861e7~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_e150fd19dfa441c69bbf9ec6e180e7f2~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_210dc6efbb774323b064319cba0d56bd~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_a6a8b5019402464c94e8c869aa263236~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_86f08c1d2ce548cf87730c31129d0393~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_f58fbe62616f4ca2836ef3175bd5c776~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_53117eb2cf97403991442b826bd855aa~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_04a252f4f2e74c8d91212e41b368476b~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_bc823138f3f34185b6dbe3f9e58bdd1d~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_4a07846e963540c69a9e65fe08124ca6~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_0553c3bd033e4096a944efa6fba111ee~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_9d11e663fedb4dae92ed171c77f8309d~mv2.jpg
1855 E Huntingdon,Full Build | Custom Bathrooms | Custom Kitchen | Custom Stairs |,"A ground-up construction for a client, fully customized to their wants and needs. A true Gem and stand out property in the New Kensington area of Philadelphia",https://static.wixstatic.com/media/dc69ab_008f8599a1ac4627b545633d4cf63bf4~mv2.jpg
3330-38 Salmon Street,Full Build | Custom Bathrooms | Custom Kitchen |,"Fully Designed and built by B2B2 Builders, these 5 homes stand tall and unique among the surrounding area in Philadelphia Port Richmond neighborhood. In a nod to the historic ports of the neighborhood the homes exterior bost a unique design. Every home has a custom and unique kitchen, and bathrooms, as well as flooring to serve each home buyer.",https://static.wixstatic.com/media/dc69ab_d289858275cc4544a6beae9f3391d807~mv2.jpg
